,order_id,,,order_date,customer_id,customer_ref,customer_name,customer_email,sku,product_name,quantity,unit_price,order_value,weight,dispatch_date,delivery_date,oms_status,delivery_status,courier_partner,courier_ref,awb,payment_mode,payment_status,delivery_pincode,delivery_city,delivery_state,last_updated
1,SAJ-2606-10076,FALSE,18/06/26,06/18/2026,CUS-0102,CUS-0102,Diya Das,diya.das2@example.com,FLK-500-CL,Travel Flask 500ml,2,1099,2198,1.12,06/19/2026,23/06/26,Fulfilled,Delivered,MileMitra,MileMitra,AW682400077,COD,Collected,380001,AHMEDABAD,Gujarat,23/06/26 9:12
1,SAJ-2606-10077,TRUE,,17/06/26,CUS-0119,CUS-0119,Kunal Mehta,kunal.mehta19@example.com,MAT-YG-ST,Yoga Mat Stone,2,1499,2998,1.7,06/18/2026,06/23/2026,Fulfilled,Delivered,DakTrail,DakTrail,AW682400078,COD,Collected,641001,Coimbatoree,Tamil Nadu,23/06/26 19:22
1,SAJ-2606-10078,TRUE,,26/06/26,CUS-0136,CUS-0136,Tara Bhat,tara.bhat36@example.com,CND-180-AM,Amber Candle 180g,2,649,1298,0.9,27/06/26,N/A,Shipped,In Transit,DakTrail,DakTrail,AW682400079,COD,Pending,411001,Pune,Maharashtra,30/06/26 14:35
2,SAJ-2606-10079,TRUE,,27/06/26,CUS-0153,CUS-0153,Ishaan Sethi,ishaan.sethi53@example.com,CND-180-AM,Amber Candle 180g,3,649,1947,1.35,-,N/A,Processing,Not shipped,MileMitra,MileMitra,NULL,Card,Paid,160017,Chandigarh,Chandigarh,30/06/26 17:06
2,SAJ-2606-10079,FALSE,18/06/26,06/18/2026,CUS-0170,CUS-0170,Aditi Mishra,aditi.mishra70@example.com,BED-QN-SG,Queen Bedsheet Sage,2,1899,3798,2200,19/06/26,21/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400081,Net Banking,Paid,500001,Hyderabad,Telangana,21/06/26 14:35
1,SAJ-2606-10080,TRUE,,28/06/26,CUS-0115,CUS-0115,Dev Patil,dev.patil15@example.com,PCH-TRV-BL,Travel Pouch Blue,1,399,399,0.18,NULL,01/01/00,Processing,Not Shipped,MileMitra,MileMitra,,UPI,Paid,110001,New Delhi,Delhi,30/06/26 14:35
1,SAJ-2606-10081,TRUE,,13/06/26,CUS-0132,CUS-0132,Kavya Kapoor,kavya.kapoor32@example.com,MUG-2P-SD,Ceramic Mug Pair,1,699,699,0.92,14/06/26,06/16/2026,Fulfilled,Delivered,RouteKart,RouteKart,AW682400083,UPI,paid ,226001,Lucknow,Uttar Pradesh,16/06/26 11:48
1,SAJ-2606-10082,TRUE,,17/06/26,CUS-0149,CUS-0149,Aarav Khanna,TBD,mug-2p-sd ,Ceramic Mug Pair,2,699,"₹1,398 ",1840,19/06/26,23/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400084,UPI,Paid,560001,Bengaluru,karnataka,23/06/26 14:35
1,SAJ-2606-10083,FALSE,28/06/26,06/28/2026,CUS-0166,CUS-0166,Sana Das,sana.das66@example.com,LCH-900-IV,Lunch Box 900ml,3,899,2697,1.92,29/06/26,TBD,Shipped,In Transit,MileMitra,MileMitra,AW682400085,UPI,Paid,380001,Ahmedabad,Gujarat,30/06/26 14:35
1,SAJ-2606-10084,FALSE,18/06/26,06/18/2026,CUS-0111,CUS-0111, ARJUN NAIK ,arjun.naik11@example.com,JAR-3P-CL,Glass Spice Jar Trio,3,1199,3597,3750,06/19/2026,23/06/26,Fulfilled,Delivered,ParcelNest,Parcel Nest,AW682400086,UPI,Paid,700001,KOLKATA,West Bengal,23/06/26 14:35
1,SAJ-2606-10085,TRUE,,27/06/26,CUS-0128,CUS-0128,Meera Menon,meera.menon28@example.com,PCH-TRV-BL,Travel Pouch Blue,2,399,798,0.36,-,01/01/00,Processing,Not Shipped,DakTrail,DakTrail,,Card,Paid,751001,Bhubaneswar,Odisha,30/06/26 11:48
1,SAJ-2606-10086,TRUE,,15/06/26,CUS-0145,CUS-0145,Varun Nair,varun.nair45@example.com,MAT-YG-ST,Yoga Mat Stone,1,1499,1499,0.85,N/A,01/01/00,Cancelled,Not Shipped,DakTrail,DakTrail,NULL,UPI,Refunded,600001,Chennai,Tamilnadu,23/06/26 9:12
1,SAJ-2606-10087,TRUE,,21/06/26,CUS-0162,CUS-0162,Pooja Sinha, POOJA.SINHA62@EXAMPLE.COM ,PCH-TRV-BL,Travel Pouch Blue,1,399,399,0.18,23/06/26,27/06/26,Fulfilled,Delivered,MileMitra,MileMitra,AW682400089,UPI,Paid,452001,Indore,Madhya Pradesh,27/06/26 9:12
1,SAJ-2606-10088,FALSE,28/06/26,06/28/2026,CUS-0107,CUS-0107,Rohan Sethi,rohan.sethi7@example.com,BTL-750-SG,Steel Bottle 750ml,1,799,799,0.42,30/06/26,,Shipped,Out for Delivery,DakTrail,DakTrail,AW682400090,UPI,Paid,682001,Kochi,Kerala,30/06/26 9:12
1,SAJ-2606-10089,TRUE,,14/06/26,CUS-0124,CUS-0124,Mitali Mishra,mitali.mishra24@example.com,MUG-2P-SD,Ceramic Mug Pair,1,INR 699,699,920,06/15/2026,20/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400091,UPI,Paid,400001,Mumbai,Maharashtra,20/06/26 14:35
1,SAJ-2606-10090,TRUE,,17/06/26,CUS-0141,cus-0141,Neel Saxena,neel.saxena41@example.com,BED-QN-SG,Queen Bedsheet Sage,1,1899,1899,1.1,19/06/26,,Returned,rto,RouteKart,RouteKart,AW682400092,COD,Pending,302001,Jaipur,rajasthan,25/06/26 17:06
1,SAJ-2606-10091,TRUE,,27/06/26,CUS-0139,CUS-0139,Dev Sinha,dev.sinha39@example.com,BED-QN-SG,Queen Bedsheet Sage,2,1899,3798,2.2,-,N/A,Processing,Not Shipped,DakTrail,DakTrail,TBD,Card,Paid,682001,Kochi,Kerala,30/06/26 19:22
1,SAJ-2606-10092,FALSE,16/06/26,06/16/2026,CUS-0158,CUS-0158,Nisha Iyer,nisha.iyer58@example.com,MUG-2P-SD,Ceramic Mug Pair,3,699,2097,2.76,18/06/26,21/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400093,COD,Collected,122001,Gurugram,Haryana,21/06/26 17:06
1,SAJ-2606-10093,TRUE,,14/06/26,CUS-0103,CUS-0103,Kabir Khanna,kabir.khanna3@example.com,LCH-900-IV,Lunch Box 900ml,2,899,2697,1.28,16/06/26,21/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400094,COD,Collected,641001,Coimbatore,Tamil Nadu,21/06/26 11:48
1,SAJ-2606-10094,TRUE,,19/06/26,CUS-0120,CUS-0120,Ira Das,ira.das20@example.com,BAG-CNV-OL,Canvas Tote Olive,2,549,1098,480,06/20/2026,06/25/2026,Fulfilled,Delivered,MileMitra,MileMitra,AW682400095,NetBanking,Paid,411001, Pune  ,Maharashtra,25/06/26 17:06
1,SAJ-2606-10095,TRUE,,23/06/26,CUS-0137,CUS-0137,Aditya Rao,aditya.rao37@example.com,FLK-500-CL,Travel Flask 500ml,1,1099,1099,0.56,N/A,01/01/00,Cancelled,Not Shipped,ParcelNest,ParcelNest,-,Card,Refunded,160017,Chandigarh,Chandigarh,30/06/26 17:06
1,SAJ-2606-10096,TRUE,,23/06/26,CUS-0154,CUS-0154,Ananya Jain,ananya.jain54@example.com,FLK-500-CL,Travel Flask 500ml,3,1099,3297,1.68,25/06/26,30/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400097,Card,Paid,500001,Hyderabad,Telangana,30/06/26 19:22
1,SAJ-2606-10097,FALSE,19/06/26,06/19/2026,CUS-0171,CUS-0171,Ritvik Sethi,ritvik.sethi71@example.com,CND-180-AM,Amber Candle 180g,1,649,649,0.45,21/06/26,24/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400098,UPI,Paid,682001,Kochii,Kerala,24/06/26 17:06
1,SAJ-2606-10098,TRUE,,13/06/26,CUS-0116,CUS-0116,Riya Sinha,riya.sinha16@example.com,BED-QN-SG,Queen Bedsheet Sage,1,1899,INR 1899.00,1.1,06/14/2026,17/06/26,Fulfilled,Delivered,MileMitra,MileMitra,AW682400099,Net Banking,Paid,226001,Lucknow,uttar pradesh,17/06/26 9:12
1,SAJ-2606-10099,TRUE,,16/06/26,CUS-0133,CUS-0133,Vivaan Bose,vivaan.bose33@example.com,MAT-YG-ST,Yoga Mat Stone,1,1499,1499,850,18/06/26,06/23/2026,Fulfilled,Delivered,RouteKart,routekart ,AW682400100,UPI,Paid,560001,Bengaluru,Karnataka,23/06/26 9:12
1,SAJ-2606-10100,TRUE,,16/06/26,CUS-0150,CUS-0150,Diya Nair,diya.nair50@example.com,CND-180-AM,Amber Candle 180g,1,649,649,0.45,18/06/26,22/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400101,COD,Collected,380001,"Ahmedabad,Gujarat",,22/06/26 9:12
1,SAJ-2606-10101,FALSE,28/06/26,06/28/2026,CUS-0167,CUS-0167,Kunal Khanna,kunal.khanna67@example.com,LCH-900-IV,Lunch Box 900ml,1,899,899,0.64,N/A,,Processing,Not Shipped,DakTrail,DakTrail,TBD,COD,Pending,641001,Coimbatore,Tamil Nadu,30/06/26 9:12
1,SAJ-2606-10102,FALSE,24/06/26,06/24/2026,CUS-0112,CUS-0112, TARA IYER ,tara.iyer12@example.com,MUG-2P-SD,Ceramic Mug Pair,1,699,699,0.92,06/26/2026,,Shipped,IN TRANSIT,DakTrail,DakTrail,AW682400103,UPI,Paid,751001,BHUBANESWAR,Odisha,27/06/26 18:20
2,SAJ-2606-10103,TRUE,,28/06/26,CUS-0129,CUS-0129,Ishaan Mishra,ishaan.mishra29@example.com,FLK-500-CL,Travel Flask 500ml,2,1099,2198,1.12,06/30/2026,TBD,Shipped,Out for Delivery,ParcelNest,ParcelNest,AW682400104,COD,Pending,600001,Chennai,Tamil Nadu,30/06/26 14:35
2,SAJ-2606-10103,TRUE,,26/06/26,CUS-0146,CUS-0146,Aditi Menon,aditi.menon46@example.com,cnd-180-am ,Amber Candle 180g,1,649,₹649 ,450,28/06/26,N/A,Shipped,In Transit,MileMitra,MileMitra,AW682400105,COD,Pending,452001, Indore  ,Madhya Pradesh,30/06/26 11:48
1,SAJ-2606-10104,TRUE,,20/06/26,CUS-0163,CUS-0163,Dev Shah,dev.shah63@example.com,CND-180-AM,Amber Candle 180g,1,649,649,0.45,22/06/26,24/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400106,COD,Collected,110001,New Delhi,Delhi,24/06/26 14:35
1,SAJ-2606-10105,FALSE,17/06/26,06/17/2026,CUS-0108,cus-0108,Kavya Jain,kavya.jain8@example.com,BAG-CNV-OL,Canvas Tote Olive,3,549,1647,0.72,18/06/26,22/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400107,COD,Collected,400001,Mumbai,maharashtra,22/06/26 11:48
1,SAJ-2606-10106,TRUE,,17/06/26,CUS-0125,CUS-0125,Aarav Das,aarav.das25@example.com,MAT-YG-ST,Yoga Mat Stone,2,1499,2998,1.7,NULL,-,Cancelled,Not Shipped,RouteKart,RouteKart,-,UPI,Refunded,302001,Jaipur,Rajasthan,25/06/26 14:35
1,SAJ-2606-10107,TRUE,,21/06/26,CUS-0142,CUS-0142,Sana Mehta,sana.mehta42@example.com,LCH-900-IV,Lunch Box 900ml,1,INR 899,899,0.64,23/06/26,06/25/2026,Fulfilled,Delivered,MileMitra,MileMitra,AW682400109,COD,Collected,122001,Gurugram,Haryana,25/06/26 17:06
1,SAJ-2606-10108,TRUE,,26/06/26,CUS-0136,CUS-0136,Tara Bhat,tara.bhat36@example.com,CND-180-AM,Amber Candle 180g,2,649,1298,900,27/06/26,,Shipped,In Transit,DakTrail,DakTrail,AW682400079,COD,Pending,411001,Pune,Maharashtra,30/06/26 14:35
1,SAJ-2606-10109,FALSE,16/06/26,06/16/2026,CUS-0159,CUS-0159,Arjun Bhat,arjun.bhat59@example.com,BED-QN-SG,Queen Bedsheet Sage,1,1899,1899,1.1,17/06/26,N/A,Returned,RTO,RouteKart,RouteKart,AW682400110,COD,pending ,700001,Kolkata,West Bengal,23/06/26 17:06
1,SAJ-2606-10110,FALSE,19/06/26,06/19/2026,CUS-0104,CUS-0104,Meera Nair,meera.nair4@example.com,BTL-750-SG,Steel Bottle 750ml,2,799,INR 1598.00,0.84,06/20/2026,23/06/26,Fulfilled,Delivered,MileMitra,MileMitra,AW682400111,UPI,Paid,411001,PUNE,Maharashtra,23/06/26 11:48
1,SAJ-2606-10111,TRUE,,13/06/26,CUS-0121,CUS-0121,Varun Khanna,varun.khanna21@example.com,BED-QN-SG,Queen Bedsheet Sage,1,1899,1899,1.1,TBD,TBD,Cancelled,Not Shipped,RouteKart,RouteKart,NULL,COD,Pending,160017,Chandigarh,Chandigarh,20/06/26 14:35
1,SAJ-2606-10112,TRUE,,27/06/26,CUS-0138,CUS-0138,Pooja Patil,pooja.patil38@example.com,BTL-750-SG,Steel Bottle 750ml,2,799,1598,0.84,TBD,NULL,Processing,Not Shipped,RouteKart,RouteKart,TBD,COD,Pending,500001,Hyderabad,Telangana,30/06/26 11:48
2,SAJ-2606-10113,TRUE,,18/06/26,CUS-0155,CUS-0155,Rohan Kapoor,rohan.kapoor55@example.com,TWL-2P-NT,Cotton Hand Towel Pair,2,449,898,560,19/06/26,23/06/26,Fulfilled,delivered ,RouteKart,routekart ,AW682400114,Cash on Delivery,Collected,682001, Kochi  ,kerala,23/06/26 17:06
2,SAJ-2606-10113,FALSE,22/06/26,06/22/2026,CUS-0172,CUS-0172,Mitali Jain,mitali.jain72@example.com,CND-180-AM,Amber Candle 180g,1,649,₹649 ,450,23/06/26,26/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400115,UPI,Paid,400001,Mumbai,Maharashtra,26/06/26 9:12
1,SAJ-2606-10114,TRUE,,22/06/26,CUS-0117,CUS-0117,Neel Shah,neel.shah17@example.com,TWL-2P-NT,Cotton Hand Towel Pair,2,449,898,0.56,06/24/2026,29/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400116,COD,Collected,560001,Bangaluru,Karnataka,29/06/26 17:06
1,SAJ-2606-10115,TRUE,,16/06/26,CUS-0134,CUS-0134,Nisha Naik,nisha.naik34@example.com,JAR-3P-CL,Glass Spice Jar Trio,1,1199,1199,1.25,17/06/26,06/20/2026,Fulfilled,Delivered,RouteKart,RouteKart,AW682400117,Net Banking,Paid,380001,Ahmedabad,Gujarat,20/06/26 17:06
1,SAJ-2606-10116,TRUE,,14/06/26,CUS-0151,CUS-0151,Kabir Menon, KABIR.MENON51@EXAMPLE.COM ,BTL-750-SG,Steel Bottle 750ml,1,799,799,0.42,16/06/26,20/06/26,Fulfilled,Delivered,MileMitra,MileMitra,AW682400118,COD,Collected,641001,Coimbatore,Tamil Nadu,20/06/26 14:35
1,SAJ-2606-10117,FALSE,23/06/26,06/23/2026,CUS-0168,CUS-0168,Ira Nair,ira.nair68@example.com,TWL-2P-NT,Cotton Hand Towel Pair,1,449,449,280,N/A,-,Cancelled,Not Shipped,ParcelNest,ParcelNest,,Net Banking,Refunded,411001,Pune,Maharashtra,30/06/26 17:06
1,SAJ-2606-10118,TRUE,,28/06/26,CUS-0113,CUS-0113,Aditya Bhat,aditya.bhat13@example.com,BTL-750-SG,Steel Bottle 750ml,1,799,799,0.42,30/06/26,,Shipped,Out for Delivery,RouteKart,SwiftKite,AW682400120,UPI,Paid,560001,Mumbai,Maharashtra,30/06/26 11:48
1,SAJ-2606-10119,TRUE,,15/06/26,CUS-0130,CUS-0130,Ananya Sethi,ananya.sethi30@example.com,TWL-2P-NT,Cotton Hand Towel Pair,1,449,449,0.28,06/17/2026,06/20/2026,Fulfilled,Delivered,DakTrail,DakTrail,AW682400121,COD,Collected,452001,Indore,Madhya Pradesh,20/06/26 19:22
1,SAJ-2606-10120,TRUE,,16/06/26,CUS-0147,cus-0147,Ritvik Mishra,ritvik.mishra47@example.com,PCH-TRV-BL,Travel Pouch Blue,1,399,399,0.18,18/06/26,06/22/2026,Fulfilled,Delivered,MileMitra,MileMitra,AW682400122,COD,Collected,110001,New Delhi,delhi,22/06/26 9:12
1,SAJ-2606-10121,TRUE,,23/06/26,CUS-0164,CUS-0164,Riya Saxena,riya.saxena64@example.com,PCH-TRV-BL,Travel Pouch Blue,3,399,1197,0.54,25/06/26,29/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400123,UPI,Paid,226001,Lucknow,Uttar Pradesh,29/06/26 17:06
1,SAJ-2606-10122,FALSE,20/06/26,06/20/2026,CUS-0109,CUS-0109,Vivaan Kapoor,vivaan.kapoor9@example.com,TRAY-BMB-M,Bamboo Serving Tray,2,999,INR 1998.00,1440,21/06/26,-,Returned,RTO,MileMitra,MileMitra,AW682400124,Card,Refunded,302001, Jaipur  ,Rajasthan,27/06/26 17:06
1,SAJ-2606-10123,TRUE,,22/06/26,CUS-0126,CUS-0126,Diya Khanna,diya.khanna26@example.com,TRAY-BMB-M,Bamboo Serving Tray,2,999,1998,1.44,06/24/2026,27/06/26,Fulfilled,Delivered,MileMitra,MileMitra,AW682400125,UPI,Paid,122001,Gurugram,Haryana,27/06/26 17:06
1,SAJ-2606-10124,TRUE,,26/06/26,CUS-0143,CUS-0143,Kunal Das,kunal.das43@example.com,mug-2p-sd ,Ceramic Mug Pair,2,699,"₹1,398 ",1840,28/06/26,N/A,Shipped,IN TRANSIT,MileMitra,MileMitra,AW682400126,Card,Paid,700001,Kolkata,West Bengal,30/06/26 17:06
1,SAJ-2606-10125,TRUE,,23/06/26,CUS-0160,CUS-0160,Tara Rao,tara.rao60@example.com,BED-QN-SG,Queen Bedsheet Sage,1,INR 1899,1899,1.1,25/06/26,28/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400127,COD,Collected,751001,Bhubaneswar,Odisha,28/06/26 11:48
1,SAJ-2606-10126,FALSE,24/06/26,06/24/2026,CUS-0112,CUS-0112,Tara Iyer,tara.iyer12@example.com,MUG-2P-SD,Ceramic Mug Pair,1,699,699,0.92,26/06/26,29/06/26,Shipped,Delivered,DakTrail,DakTrail,AW682400103,UPI,Paid,751001,Bhubaneswar,Odisha,30/06/26 10:40
1,SAJ-2606-10127,FALSE,15/06/26,06/15/2026,CUS-0105,CUS-0105,Ishaan Menon,ishaan.menon5@example.com,CND-180-AM,Amber Candle 180g,1,649,649,450,06/16/2026,18/06/26,Fulfilled,Delivered,ParcelNest,Parcel Nest,AW682400128,Net Banking,Paid,160017,CHANDIGARH,Chandigarh,18/06/26 11:48
1,SAJ-2606-10128,TRUE,,13/06/26,CUS-0122,CUS-0122,Aditi Nair,aditi.nair22@example.com,MAT-YG-ST,Yoga Mat Stone,1,1499,1499,0.85,06/14/2026,06/16/2026,Fulfilled,Delivered,MileMitra,MileMitra,AW682400129,Card,Paid,500001,Hyderabad,telangana,16/06/26 11:48
1,SAJ-2606-10129,TRUE,,17/06/26,CUS-0139,CUS-0139,Dev Sinha,,PCH-TRV-BL,Travel Pouch Blue,1,399,399,0.18,18/06/26,06/21/2026,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400130,Card,Paid,682001,Kochi,Kerala,21/06/26 9:12
1,SAJ-2606-10130,TRUE,,27/06/26,CUS-0156,CUS-0156,Kavya Bose,kavya.bose56@example.com,FLK-500-CL,Travel Flask 500ml,2,1099,2198,1.12,28/06/26,,Shipped,In Transit,RouteKart,RouteKart,AW682400131,COD,Pending,400001,Mumbai,Maharashtra,30/06/26 14:35
1,SAJ-2606-10131,FALSE,28/06/26,06/28/2026,CUS-0101,CUS-0101,Aarav Mehta,aarav.mehta1@example.com,TWL-2P-NT,Cotton Hand Towel Pair,1,449,449,0.28,29/06/26,-,Shipped,Out for Delivery,ParcelNest,ParcelNest,AW682400132,UPI,Paid,560001,Bengaluru,Karnataka,30/06/26 19:22
1,SAJ-2606-10132,TRUE,,17/06/26,CUS-0118,CUS-0118,Sana Saxena,sana.saxena18@example.com,MAT-YG-ST,Yoga Mat Stone,2,1499,2998,1700,06/19/2026,24/06/26,Fulfilled,Delivered,MileMitra,MileMitra,AW682400133,Cash on Delivery,Collected,380001, Ahmedabad  ,Gujarat,24/06/26 11:48
1,SAJ-2606-10133,TRUE,,22/06/26,CUS-0135,CUS-0135,Arjun Iyer,arjun.iyer35@example.com,FLK-500-CL,Travel Flask 500ml,1,1099,1099,0.56,23/06/26,06/27/2026,Fulfilled,Delivered,RouteKart,RouteKart,AW682400134,Card,Paid,641001,Coimbatore,Tamil Nadu,27/06/26 19:22
1,SAJ-2606-10134,TRUE,,19/06/26,CUS-0152,CUS-0152,Meera Mishra,meera.mishra52@example.com,BAG-CNV-OL,Canvas Tote Olive,2,549,1098,0.48,N/A,01/01/00,Cancelled,Not Shipped,ParcelNest,ParcelNest,-,Net Banking,Refunded,411001,Puna,Maharashtra,26/06/26 17:06
1,SAJ-2606-10135,FALSE,19/06/26,06/19/2026,CUS-0169,CUS-0169,Varun Menon,varun.menon69@example.com,FLK-500-CL,Travel Flask 500ml,1,1099,"₹1,099 ",560,21/06/26,23/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400136,Card,Paid,160017,Chandigarh,Chandigarh,23/06/26 17:06
1,SAJ-2606-10136,FALSE,15/06/26,06/15/2026,CUS-0114,cus-0114, POOJA RAO ,pooja.rao14@example.com,TRAY-BMB-M,Bamboo Serving Tray,1,999,999,0.72,06/17/2026,20/06/26,Fulfilled,delivered ,MileMitra,MileMitra,AW682400137,Net Banking,Paid,452001,INDORE,madhya pradesh,20/06/26 11:48
1,SAJ-2606-10137,TRUE,,21/06/26,CUS-0131,CUS-0131,Rohan Jain,rohan.jain31@example.com,MAT-YG-ST,Yoga Mat Stone,2,1499,2998,1700,06/23/2026,06/28/2026,Fulfilled,Delivered,MileMitra,MileMitra,AW682400138,Net Banking,paid ,110001,New Delhi,Delhi,28/06/26 14:35
1,SAJ-2606-10138,TRUE,,16/06/26,CUS-0148,CUS-0148,Mitali Sethi,mitali.sethi48@example.com,CND-180-AM,Amber Candle 180g,1,649,649,0.45,18/06/26,01/01/00,Returned,RTO,DakTrail,DakTrail,AW682400139,COD,Pending,226001,Lucknow,Uttar Pradesh,24/06/26 14:35
2,SAJ-2606-10139,TRUE,,26/06/26,CUS-0165,CUS-0165,Neel Mehta,neel.mehta65@example.com,CND-180-AM,Amber Candle 180g,1,649,649,0.45,-,TBD,Processing,Not Shipped,DakTrail,DakTrail,-,Card,Paid,560001,"Bangalore,Karnataka",,30/06/26 19:22
2,SAJ-2606-10139,FALSE,26/06/26,06/26/2026,CUS-0110,CUS-0110,Nisha Bose,nisha.bose10@example.com,BED-QN-SG,Queen Bedsheet Sage,1,1899,1899,1.1,TBD,-,Processing,Not Shipped,RouteKart,RouteKart,N/A,COD,Pending,122001,Gurugram,Haryana,30/06/26 17:06
1,SAJ-2606-10140,TRUE,,22/06/26,CUS-0127,CUS-0127,Kabir Nair,kabir.nair27@example.com,CND-180-AM,Amber Candle 180g,2,649,1298,0.9,06/23/2026,27/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400142,COD,Collected,700001,Kolkata,West Bengal,27/06/26 9:12
1,SAJ-2606-10141,TRUE,,18/06/26,CUS-0144,CUS-0144,Ira Khanna,ira.khanna44@example.com,BTL-750-SG,Steel Bottle 750ml,2,799,1598,0.84,20/06/26,24/06/26,Cancelled,Delivered,DakTrail,DakTrail,AW682400143,UPI,Refunded,751001,Bhubaneswar,Odisha,25/06/26 16:15
1,SAJ-2606-10142,TRUE,,16/06/26,CUS-0161,CUS-0161,Aditya Patil,aditya.patil61@example.com,BED-QN-SG,Queen Bedsheet Sage,1,1899,1899,1.1,18/06/26,23/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400144,UPI,Paid,600001,Chennai,Tamil Nadu,23/06/26 19:22
1,SAJ-2606-10143,FALSE,15/06/26,06/15/2026,CUS-0106,CUS-0106,Ananya Mishra,ananya.mishra6@example.com,MAT-YG-ST,Yoga Mat Stone,2,INR 1499,2998,1.7,16/06/26,20/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400145,COD,Collected,500001,Hyderabad,telangana,20/06/26 19:22
1,SAJ-2606-10144,FALSE,27/06/26,06/27/2026,CUS-0138,CUS-0138,Pooja Patil,pooja.patil38@example.com,BTL-750-SG,Steel Bottle 750ml,2,799,1598,0.84,NULL,NULL,Processing,Not Shipped,RouteKart,RouteKart,TBD,COD,Pending,500001,HYDERABAD,Telangana,30/06/26 11:48
1,SAJ-2606-10145,TRUE,,16/06/26,CUS-0123,CUS-0123,Ritvik Menon,ritvik.menon23@example.com,jar-3p-cl ,Glass Spice Jar Trio,1,1199,1199,1250,06/18/2026,06/21/2026,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400146,COD,Collected,682001,Kochi,Kerala,21/06/26 17:06
1,SAJ-2606-10146,TRUE,,21/06/26,CUS-0140,CUS-0140,Riya Shah, RIYA.SHAH40@EXAMPLE.COM ,MAT-YG-ST,Yoga Mat Stone,1,1499,1499,850,22/06/26,06/27/2026,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400147,UPI,Paid,400001,Mumbai,Maharashtra,27/06/26 9:12
1,SAJ-2606-10147,TRUE,,28/06/26,CUS-0157,CUS-0157,Vivaan Naik,vivaan.naik57@example.com,PCH-TRV-BL,Travel Pouch Blue,1,399,INR 399.00,0.18,29/06/26,NULL,Shipped,IN TRANSIT,ParcelNest,ParcelNest,AW682400148,Net Banking,Paid,302001,Jaipur,Rajasthan,30/06/26 19:22
1,SAJ-2606-10148,FALSE,23/06/26,06/23/2026,CUS-0102,CUS-0102,Diya Das,diya.das2@example.com,PCH-TRV-BL,Travel Pouch Blue,1,399,399,0.18,24/06/26,28/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400149,Card,Paid,380001,Ahmedabad,Gujarat ,28/06/26 14:35
1,SAJ-2606-10149,TRUE,,23/06/26,CUS-0119,CUS-0119,Kunal Mehta,kunal.mehta19@example.com,TRAY-BMB-M,Bamboo Serving Tray,2,999,1998,1.44,06/25/2026,29/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400150,COD,Collected,641001,Coimbatore,Tamil Nadu,29/06/26 9:12
1,SAJ-2606-10150,TRUE,,17/06/26,CUS-0136,CUS-0136,Tara Bhat,tara.bhat36@example.com,BAG-CNV-OL,Canvas Tote Olive,1,549,549,0.24,18/06/26,-,Returned,RTO,RouteKart,RouteKart,AW682400151,Net Banking,Refunded,411001,Puna,Maharashtra,24/06/26 9:12
1,SAJ-2606-10151,TRUE,,15/06/26,CUS-0153,cus-0153,Ishaan Sethi,ishaan.sethi53@example.com,MUG-2P-SD,Ceramic Mug Pair,2,699,1398,1840,16/06/26,18/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400152,upi,Paid,160017, Chandigarh  ,chandigarh,18/06/26 11:48
1,SAJ-2606-10152,FALSE,18/06/26,06/18/2026,CUS-0170,CUS-0170,Aditi Mishra,aditi.mishra70@example.com,MAT-YG-ST,Yoga Mat Stone,2,1499,2998,1.7,19/06/26,22/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400153,COD,Collected,500001,Hyderabad,Telangana,22/06/26 17:06
1,SAJ-2606-10153,FALSE,26/06/26,06/26/2026,CUS-0115,CUS-0115, DEV PATIL ,dev.patil15@example.com,CND-180-AM,Amber Candle 180g,1,649,649,0.45,06/28/2026,NULL,Shipped,Out for Delivery,RouteKart,RouteKart,AW682400154,COD,Pending,110001,NEW DELHI,Delhi,30/06/26 14:35
